,text,subject,type,level,original_filename,language,doc_id
38,"[SUBJECT]informatique [TYPE]principal [LEVEL]3 republique tunisienne ministere de leducation de n: 1 l.s : ibn rachik duree : 2h : 3 2024 : 3 info 2 nom : ........................................ prenom : .................................... exercice 1 : (5.5 points) soient les declarations algorithmiques suivantes : tableau de declaration de nouveaux types tableau de declaration des objets nouveau type voiture enregistrement objet naturetype t tab marque :chaine de 10 caractere), couleur : chaine au maximum 13 caractere, matricule :chaine de taille 10), carburant: caractere (e ou g ), cv: entier 3) prix : entier 0 fin tab tableau de 5 voitures travail demande : 1) etant donne que le tableau t est deja rempli par 5 elements de type voiture, completer le tableau ci-dessous en remplissant la colonne valideinvalide par valide dans le cas ou linstruction est valide ou par invalide dans le cas contraire tout en justifiant la reponse, dans la colonne justification si invalide, si linstruction est invalide. instructions valide invalide justification si invalide ............................................. t0.marquekia rio ............... ............................................. ............................................. t1.couleurrouge bordeaux ............... ............................................. ............................................. t2.matriculexxx twns xxxx ............... ............................................. ............................................. t3.carburantgpl ............... ............................................. ............................................. t4.cv3 ............... ............................................. .............................................. t5.prix50.290 ................ .............................................. exercice ndeg2(3 points) soit lalgorithme suivant : fonction recherche (e, n : entier ; t : tab) : entier debut i 0 repeter i i1 jusqua non (eti-1) retourner(i) fin recherche 1) en se referant a lalgorithme ci-dessus, mettre dans chacune des cases correspondantes la lettre v devant la proposition correcte ou la lettre f dans le cas contraire : a- pour n4 et t contenant les valeurs illustrees co suit : t 21 43 50 80 0 1 2 3 apres execution de linstruction a recherche (50, n, t), la valeur de la variable a est egale a : 21 0 3 b- quelle est la methode de recherche utilisee : sequentielle dichotomique c- peut on utilise la recherche dichotomique ?(ouinon) :........... si oui justifier votre reponse. ................................................................ d- en se referant au tableau t illustre dans la question 1) et en executant linstruction a recherche (20, n, t), le progra ne donne pas une valeur correcte (il doit retourner n). reecrire lalgorithme du module recherche en apportant les modifications necessaires pour quil puisse fonctionner correctement pour toute valeur de e donnee. ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ....................................................................................... probleme : (11.5 points) dans le but de gerer et organiser la gestion des billet de voyage : chaque voyageur est caracterise par son : billet : une chaine de 11 chiffres et conce par une lettre majuscule. nom : une chaine ne contenant pas de chiffre prenom : chaine alphabetique dn : naissance de type avec une est formee par: jour : entier compris entre 1 et 31 mois : entier compris entre 1 et 12 annee : entier composee de 4 chiffres les billets davion dune campanie aerienne, figure un code de 11 chiffres precedes dune lettre majuscule. exemple u19586900462. pour verifier lauthenticite dun billet, on remplace la lettre du code par son rang alphabetique pour obtenir un nombre de 12 ou de 13 chiffres. si le reste de la division par 9 de la so des chiffres de ce nombre est egale a 8, ce billet est authentique, si non cest un faux billet. exemple : le billet ayant pour code u19586900462 est authentique. en effet, - la lettre u a pour rang alphabetique 21. - le nombre forme sera : 2119586900462. - la so des chiffres de ce nombre est 2119586900462 53. - le reste de la division de 53 par 9 est egale a 8. on se propose decrire un progra qui permet de : remplir un tableau t par n (3n10) billet. determiner et afficher les voyageurs avec billets valide (prenom, nom). determiner et afficher le nombre des billets concant par la letter u. determiner et afficher les voyageur (nom et prenom) age de 17 ans en 2024 travail demande : 1. proposer une structure de donnee adequate pour declarer le type voyageur. ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... 2. proposer un type tableau de n voyageurs. ................................................................................................... ................................................................................................... ................................................................................................... 3. completer la fonction suivante permettant de saisir un entier n avec n compris entre deux entiers donnees a et b. fonction saisir(a,b :entier) :entier ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... 4. ecrire un module qui permet de remplir un tableau t par n billet procedure remplir( t :tab,n :entier) ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... 5. un ecrire un module qui permet de determiner et afficher les voyageurs avec billets valide (prenom, nom). procedure det_aff1(t :tab,n :entier) ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... 6. ecrire un module qui permet de determiner et afficher le nombre des billets concant par la lettre u. procedure det_aff2(t :tab,n :entier) ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... 7. ecrire un module qui permet de determiner et afficher les voyageur (nom et prenom) age de 17 ans en 2024. procedure det_aff3(t :tab, n :entier) ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... 8. deduire un progra principal pour ce probleme. ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................... ................................................................................................",informatique,principal,3,Devoir de Synthèse N°1 - Informatique - 3ème Informatique (2023-2024) Mr alouini (1).pdf,ar,aca1afe9-d691-4d16-ad76-f89727adee33
39,[SUBJECT]informatique [TYPE]principal [LEVEL]3 republique tunisienne ministere education n 1 l.s ibn rachik durée 2h 3 2024 3 info 2 nom prénom exercice n :1 4.25 pts veut chercher entier x tableau t taille n. propose solutions sol1 sol2 sol3 0 n-1 faire tix r existe rn existe fin fin ecrire r fin rn existe 0 n-1 faire tix r existe fin fin ecrire r fin r existe 0 n-1 faire tix rn existe fin fin ecrire r fin donne exemples exemple1 exemple2 exemple3 n4 x2 t n4 x2 t n4 x2 t 2 2 2 2 6 1 4 2 2 6 1 4 a- compléter tableau mettant solution exemple correcte bien écrire aucun exemple solution sol1 sol2 sol3 exemple b- élèves youssef rayen proposent solution sol4 sol5 i-1 répéter ii1 jusqu n tix i0 tantque n ti x faire ii1 fin tantque tix écrire(existe écrire existe finsi meilleure solution exemple1(mettre v f sol4 sol5 justifier choix c- exemple2 meilleure solution mettre v f sol1 sol2 sol3 sol4 sol5 justifier choix exercice n 2 3.5 pts algorithme début p1 tantque n1 faire pp2 nn-1 fin tantque écrire(p fin inconnue questions 1- exécuter main n 6 p n 2- déduire rôle progra exercice n 3 2 pts entête procédure info( r entier x réel variables m n entier z réel propose appels ci-dessous mettre v correcte f justification réponse incorrecte appels v f justification info(x info(m n info(m info(y n exercice n 4 10.25 pts ecrire algorithme progra saisir chiffre n aléatoire paire remplir matrice m taille nn chiffres non remplir matrice t taille nn chiffres aléatoires afficher matrices m t vérifier m t identique lignes colonnes diagonales non identique exemple1 n4 m 0 1 2 3 0 6 6 2 3 0 1 2 3 0 6 6 2 3 1 5 9 2 3 1 5 9 2 3 2 8 5 2 7 2 8 5 2 7 3 8 3 4 1 3 8 3 4 1 progra affiche identique ligne colonnes diagonales exemple2 n 4 m t 0 1 2 4 0 6 7 5 6 0 1 2 3 0 6 6 2 6 1 3 6 6 3 1 5 6 6 3 2 3 6 6 2 2 8 6 6 7 3 6 3 4 6 3 6 3 4 6 progra affiche identique diagonale,informatique,principal,3,Devoir de Synthèse N°1 - Informatique - 3ème Informatique (2023-2024) Mr alouini.pdf,fr,4d0b7b1c-83d8-41dc-bf61-79e31d129a42
40,[SUBJECT]informatique [TYPE]principal [LEVEL]3 exercice n 1 enseignant h.sami el menchya epreuve informatique niveau 3éme 2014 durée 2 heure n 1 3 points suppose progra principal contient progras procédure proc1 fonction fonct procédure proc2 compléter tableau exemple appel progras niveau progra principal basant entêtes liste variables globales disponibles exemple appel variables entête progra progra globales progra principal def proc proc1 var m n entier z réel b entier x réel def fn fonct(n entier ch chaine caractère caractère def proc proc2(ch chaine var c caractère mot chaine exercice n 2 séquences algorithmiques 4 points 0 def fn traitement ch chaîne caractères chaîne caractères 1 spour 1 long ch faire s s ch long ch 1 fin 2 taitements 3 fin f4 travail demandé 1 traduire fonction pascal 2 exécuter fonction chaîne ch salut donner résultat 3 rôle fonction problème 13 points numéro téléphone magique so derniers chiffres entier parfait propose écrire progra nommé num_magique remplir tableau tnum n chaînes numériques représentant numéros téléphone tunisiana 5n20 afficher numéros magiques respectant conditions chaîne acceptée comporte 8 caractères numériques 2 1 nb entier parfait égal so diviseurs exemple 28 1 2 4 7 14 28 entier parfait exemple n6 tnum 21321546 21113175 21201003 21698230 21283941 21221010 progra affichera numéros magiques 21221010 21698230 21201003 21221010 2 2 1 0 1 0 6 6 nombre parfait 6 1 2 3 21698230 6 9 8 2 3 0 28 28 entier parfait 281 2 14 4 7 21201003 2 0 1 0 0 3 6 6 nombre parfait 6 1 2 3 travail demandé 1- décomposer problème modules 2- analyser progra principal b déduire algorithme progra principal 3- analyser module b déduire algorithmes correspondants modules,informatique,principal,3,Devoir de Synthèse N°1 - Informatique - 3ème SI (2014-2015) Mr Sami Hadded.pdf,fr,9110983e-8cc9-4a3b-bd6d-c88db161611f
41,"[SUBJECT]informatique [TYPE]principal [LEVEL]3 z mageie ycée zaouiet el l ministère éducation esseur ben nasr s 2011 3ème durée 1 heure système réseaux 1,5 n 1 n nom prénom 20 exercice 1 4 pts 1 utilisateur ouvre ordinateur cours démarrage messages apparaissent rien essayer expliquer passe indiquant progra responsable message a- message 1 clavier non connecté b- message 2 système 2 faut -il faire pouvoir démarrer exploiter ordinateur 3 compléter tableau démarrage ordinateur démarrage ordinateur rom ram disque dur 41 exercice 2 2 pts 1 citer fonctions système exploitation 2 mettre termes bons endroits planificateur processus allocateur mémoire gérer progras cours exécution charge exécuter processeur système exploitation dispose un.qui responsable répartition temps processeur derniers un.pour déterminer processus activer fonction contexte exercice 3 5 pts 1 identifier expliquer composants disque dur 2 principaux avantages partitionnement disque dur 3 rôle système fichier 4 donner exemple système fichier 42 exercice 4 4 pts utilisateur ouvre applications taille totale dépasse taille mémoire physique 1 type système exploitation installé ordinateur utilisateur 2 processeur continuer exécution applications 3 cont transfert mémoire physique nouvelle zone travail 4 cont faire vider ram exercice 5 5 pts répondre vrai faux justifier réponse fausse 1 bios ensemble progras installés ram 2 pouvoir utiliser périphérique faut installer pilote 3 partition étendue partition réservée système exploitation 4 partition principale divisée lecteurs logiques 5 commande créer dossier windows commande mkdir 43 6 formatage niveau usine constructeur 7 rechercher fichiers word nom contient mot eau écrit zone critère recherche eau.bmp 8) clavier périphérique plug and play 9 linux logiciel libre 10 fichier taille 5ko taille 6ko partition cluster 2 ko 44",informatique,principal,3,Devoir de Synthèse N°1 - Informatique Système et Réseau - 3ème SI (2011-2012)  Mme Ben Nasr Sameh.pdf,fr,28df9f2c-39ae-43a4-a586-7b18a17bb302
42,[SUBJECT]informatique [TYPE]principal [LEVEL]3 esseur gharsallah meriem marsa erriadh 3 si- ri lundi 06 décembre 2009 01 durée 1 h 30 théorique nom prénom .n note 20 n.b feuille contient 4 s interdit écrire crayon exercice 1 7 points 2.25 0.75 2 x 01 02 1- compléter texte termes liste nb y intrus noyau- msdos- utilitaires shell- logicielle- logiciels- système exploitation- hardware- software- matérielle système informatique composé partie .(en anglais partie anglais ensemble services fournis système informatique constitue machine virtuelle formée machine physique divisent familles application base derniers appelé composants citer interpréteur commande interface utilisateur 2- citer rôle interpréteur commande 3- définir caractéristiques modes interrupteurs commandes mode textuel mode graphique 4- compléter axe temps évolution windows fms ibsys micro-noyau 1955 1970 1976 1981 1984 1990 5- définir caractéristiques systèmes exploitation exemple mono-tâche mono session b-mehdi.jimdo.com exemple exemple enseignante melle gharsallah meriem 1 3 si ri multitâches multisessions exemple exemple exercice 2 5.5 points 0.5 1.75 1 0.25 0.5 1.5 propose installer disque dur taille 40 gø systèmes exploitation windows xp linux partitions crées 1- définir partitionnement 2- proposer partitionnement disque type partition nom lecteur taille lecteur type système fichier linux swap 3- définir technique utilisée systèmes cohabitent 4- partition accepte linux proposer solution 5- définir formatage 6- types formatage cas utilisés 2 cas type 1ier type 2ieme type cas utilisation exercice 3 4.75 points 3 0.75 1 b-mehdi.jimdo.com 1- répondre vrai faux justifiant réponses a. accès contenu périphériques stockage linux partir dossier mnt enseignante melle gharsallah meriem 1 3 si ri b. représentation graphique linux ressemble windows co explorateur représentation partitions types fichiers c. linux unité stockage dispose arborescence indépendante d. linux existe types chemin accès absolu relatif e. linux caractère séparateur chemin accès f. linux fichier spécial dev hda5 désigne 5ième partition étendue 2- image identifié adéquat encercler point montage fig2 arborescence arborescence 3- arborescence linux home compléter tableau ci-dessous informatique tic programmation introduction.pps image doc son.ppt fonction.pdf procédure.pdf fonctions base.pdf répertoire courant programmation destination introduction.pps b-mehdi.jimdo.com chemin absolu chemin relatif enseignante melle gharsallah meriem 1 3 si ri exercice 4 2.75 points 2 0.75 1- citer définir 4 types fichiers linux 2- citer rôle répertoires boot dev hda home b-mehdi.jimdo.com bonne chance enseignante melle gharsallah meriem,informatique,principal,3,Devoir de synthèse N°1 - Systèmes et Réseaux - 3ème SI (2009-2010) Mlle Gharsallah Meriem.pdf,fr,5a8c160f-115f-4dc3-b6dd-14329a31fc1d
43,[SUBJECT]informatique [TYPE]principal [LEVEL]3 section sciences informatique republique tunisienne ministere education direction regionale beja lycee 02 mars 1934 goubellat m.r trabelsi imed 3 2 tic n 1 30 novembre 2010 duree 1h exercice n 1 3 pts donner rôle terme moteur recherche méta-moteur modérateur exercice n 2 6 pts donner marche insérer fichier document texte donner marche insérer objet wordart donner marche insérer forme automatique exercice n 3 6.5 pts 1 image numérique 2 caractéristiques image numérique 3 définition image dimensions 5.08 cm x 15.24 cm acquise résolution 360 dpi 4 résolution faut numériser image 12.7 cm largeur sortie 500 pixels largeur exercice n 4 4.5 pts compléter tableau définition codage couleur bits taille octets 16 1000000 300 400 24 2800 1024 11468800 définition codage couleur taille nom prénom,informatique,principal,3,Devoir de Synthèse N°1 - TIC - 3ème Informatique (2010-2011) Mr Trabelsi Imed.pdf,fr,435571a5-2772-4610-8156-bc08165b0e51
44,"[SUBJECT]informatique [TYPE]principal [LEVEL]3 ibn sina gabès n 2 algorithmique programmation nombre s 2 3ème sciences informatique vendredi 2012 enseignante nasri ibtissem durée 2 h note nom prenom questions cours 4,5 points variable c pouvant contenir valeurs ordre printemps été automne hiver -y -t -il type standard base contient valeurs définir type variable c tableau déclaration nouveaux types tsaison -déclarer variable c objet type role -soit séquence ch automne valeur x cich x exercice n 1 3 points déduire algorithme entrer chaîne alphabétique ch formé 3 lettres affiche résultat chaîne symétrique forme xyx écrite majuscule minuscule exemple 1 ch ici symétrique majuscule exemple 2 ch ala symétrique minuscule 1 ibn sina gabès exercice n 2 4,5 points progra pascal question remplir tableau donnant résultat program inconnu instructions compose progra uses wincrt suppose saisit chaine mot var variable valeur b c d e f string begin writeln donner chaîne b readln(a c b unchr(ord(a)4 c:concat(est,imation d d:copy(gourmande,5,5 e e concat copy(c,1,3 f f intelligent d2 concat(a e f d end exercice n 3 6 points nombre parfait entier caractérisé égale so diviseurs lui- exemple 6 1 2 3 ecrire module saisie entier n. ecrire module test n nombre parfait nb rédiger progra complet algorithmique exercice n 4 6 points saisir matrice m 3 lignes n colonnes remplir matrice 0 1 case remplir tableau t conversion ligne base binaire base décimale afficher tableau t. 5 4 7 m t 1 0 1 rédiger progra pascal 1 0 0 1 1 1 2",informatique,principal,3,Devoir de Synthèse N°2 - Algorithmique et programmation - 3ème Informatique (2011-2012)  Mme ibtissem.pdf,fr,3c996b7c-8258-4991-80e8-9dc801175d12
45,[SUBJECT]informatique [TYPE]principal [LEVEL]3 informatique matièr e n 3 durée 1 heure niveau 3ème section science informatique nom prénom n note 20 tenu compte présentation clarté réponses feuille remise fin épreuve exercice n 1 1.5 point réseau tcp ip société fixe adresse ip machine a. constructeur carte ethernet b. fixée hasard boot c. administrateur réseau d. utilisateur machine exercice n 2 point terminer colonne fonctions modèle osi relier correctement ligne fonction osi codage information départ arrivée routage fragmentation adressage session établir utiliser interrompre connexion transport représentation données transmises fournir moyens électriques mécaniques exercice n 3 point compléter tableau ci-dessous 3 premières s valeur octet w -191 valeur premiers bits exercice n 4 point tableau ci-dessous indiquer adresse ip cocher octet type adresse adresse réseau adresse machine http:b-mehdi.jimdo.com adreese ip 1 10000111 00001010 10101010 00000001 net_id host_id masque adreese ip 2 11011101 00001111 00000011 00000101 net_id host_id masque adreese ip 3 01111001 00001100 10000011 00000000 net_id host_id masque exercice n 5 point équipements actifs décrits co switch notions recouvre terme rôle routeur adresse ip partie routeurs considèrent -ils sert protocole arp http:b-mehdi.jimdo.com expliquer servent commandes a. ping b. ipconfig exercice n 6 point cybercafé équipé réseau informatique équipement matériel constitué ordinateurs reliés hub 16 ports 1 topologie utilisée 2 cartes réseaux câble rj45 faut 3 type connecteur utilise -t -on réseau 4 est-il ajouter ordinateurs réseau cybercafé oui -on ajouter b non 5 imprimantes suffisent cybercafé 6 proposer solution sécuriser réseau justifier choix http:b-mehdi.jimdo.com,informatique,principal,3,Devoir de synthèse N°3 - Informatique - 3ème Info (2008-2009).pdf,fr,1bae1268-76e5-4225-a468-46a8def4f344
46,[SUBJECT]informatique [TYPE]principal [LEVEL]3 bir lahmar 2 samir rahmouni n3 t c 3 2015 durée 2 h nom prénom groupe n poste important dossier document créer dossier portant nom prénom enregistrez fichiers fur mesure travail demande désire créer site web tic offrant vie ensemble chapitres étudiés site formé s index traitement image traitement traitement vidéo animation flash 1 lancer logiciel libre nvu 0.25pt 2 utilisant gestionnaire sites éditer site donner nom site 0.75pt 3 créer index co forme tableau lignes colonne co 1pt bienvenue info traitement image traitement traitement vidéo animation flash b choisissez arrière plan image explicative 0.5pt c propose créer sigle site démarrer logiciel traitement image procéder co 4pts charger image élèves laboratoire informatique insérer image texte info enregistrer modifications dossier travail nom sigle insérer image sigle créer coin gauche haut index d avez libre choix couleurs style texte 0.5pt 4 créer traitement image co traitement image definition images connecter internet chercher 3pts définition image vectorielle insérer image exemple définition image bitmap insérer image exemple définition traitement image exemples logiciels b aspect ergonomique utiliser arrière plan puces tableau 1pt 5 créer traitement traitement vidéo choix 4pts 6 créer animation flash co 3pts démarrer logiciel flash créer animation interpolation forme publier format html nom animation flash animation dimension 600 px largeur 150 px hauteur co couleur arrière plan gris 999999 composée 70 images animation composée rectangle rouge inscrit texte bir lahmar 2 transforme long animation texte info 7 allez index créer liens hypertextes 2pts traitement image servira lien traitement images.html b traitement servira lien traitement son.html c traitement vidéo servira lien traitement vidéo.html d animation flash servira lien animation flash.html bon travail,informatique,principal,3,Devoir de Synthèse N°3 - TIC Devoir - 3ème SI (2014-2015) Mr Rahmouni.pdf,fr,6d9afcfa-815c-4a2d-ad15-085b989b8a50
47,[SUBJECT]informatique [TYPE]principal [LEVEL]bac république tunisienne ministère éducation secondaire kalaa khasba synthese n 1 4 eme année mathématiques epreuve informatique décembre 2010 durée 1h 30 mn el kef enseignant .labidi noureddine nom prenom n important sujet comporte 4 s numérotés réponse fera s sujet remises fin épreuve partie 8 points exercice n 1 3 points donne partie déclaration progra const c 3 type fourniture stylo crayon go colle cahier carnet ensemble 10 30 var g f fourniture e ensemble j integer c1 c2 boolean compléter tableau ci-dessous mettant valide instruction valide non valide cas contraire cas validité instruction donner valeur variable cas invalidité justifier réponse instruction valide non valide valeur justification g cahier readln f e: ord(cahier)ord(carnet i:succ(ord(go))trunc(6.30 c1: ord(stylo)ord(colle e ord(stylo exercice n 2 5 points partie déclarative progra pascal program exercice2 uses wincrt const var n integer n représente nombre jours compléter partie progra pascal précédente ajoutant variables constantes nécessaire bloc begin end 1 variable n entier composé 4 chiffres généré manière aléatoire 2 convertir nombre n jours années semaines jours el affiché exemple 1105 jours équivaut 3 ans 1 semaine 3 jours solution program exercice2 uses wincrt const var n integer begin end partie ii 12 points propose écrire progra demande naissance utilisateur indiqué jour semaine né utilisant formule zeller 0 dimanche 1 lundi principe formule zeller co définie valeurs j m j valeur 01 31 m 01 12 entier chiffres m3 remplacer m m-2 utiliser m10 lieu m a-1 lieu a. q r quotient division entière 100 f j r -2q q4 r4 26m-2)10 division entières division f 7 donne numéro jour ecrire analyse progra afficher nom jour dimanche lundi mardi mercredi jeudi vendredi samedi partir saisie clavier forme chaine caractère jj mm aaaa utilisant démarche décrite exemple 2009 j15 m09 a2009 m093 m devient 09 207 2009 100 20 q 20 r 9 9 f 15 9 2 20 20 div 4 9 div 4 26 7 2 div 10 24 40 5 2 18 9 f mod 7 9 mod 7 2 2 mardi progra affiche 2009 correspond mardi bon travail,informatique,principal,bac,Devoir de Synthèse N°1 - Informatique - Bac Math (2010-2011) Mr LABIDI.pdf,fr,22d258a0-13a6-4dc5-9ee9-26ef34d7602e
48,[SUBJECT]informatique [TYPE]principal [LEVEL]bac pilote tunis esseur mohamed trabelsi durée 1h théorie n 2 4ème maths 4 informatique prénom nom énoncé note 20 t tableau entiers contenant maximum 50 éléments faire analyse progra saisir n. remplir tableau t valeurs strictement positives afficher message case précisant élément cours nombre non devez prévoir utilisa tion création module nommé renvoi co résultat vrai faux rappel 1 el lorsqu admet diviseurs nombre entier natur distincts 1 2 2 n divisible aucun nombre p n entier supérieur égal 2 p n n g rille évaluation questions points analyse principale 2 appels 1 déclaration objets 3 saisie n 3 remplissage tableau 4 définition module 5 algorithmes 2 2008 correction pilote tunis esseur mohamed trabelsi durée 1h théorie n 2 4ème maths 4 informatique a. analyse nom élément_premier s l.d.e o.u résultat affichage 2 affichage 1 n faire répéter n ti donnée donner case n t jusqu ti 0 ti écrire écrire 1 fin fin n répéter n donnée donner entier n 3 jusqu n 1 n 50 compteur fin élément_premier t.d.n.t type tab tableau 50 entiers t.d.o globaux objet type rôle n entier taille tableau entier compteur t tab tableau entiers fonction retourne vrai entier 2008 algorithme 0 début élément_premier 1 répéter ecrire donner entier n lire n jusqu n 1 n 50 2 1 n faire répéter écrire donner case n lire ti jusqu ti 0 ti écrire écrire fin fin 3 fin élément_premier b. analyse fonction def fn x entier booléen s l.d.e o.u 3 résultat b b 1 b 2 2 x mod 0 tronquer racine carrée x faire 1 fin tronquer racine carrée x b vrai b faux fin fin 4 t.d.o locaux objet type rôle b booléen primalité x entier compteur algorithme 0 fonction x entier booléen 1 2 x mod 0 tronquer racine carrée x faire 1 fin 2 tronquer racine carrée x b vrai b faux fin 3 b 4 fin 2008,informatique,principal,bac,Devoir de Synthèse N°2 - Informatique - Bac Math (2007-2008).pdf,fr,f4b5ea84-7050-41d0-b4c4-bb18ef0993eb
49,"[SUBJECT]informatique [TYPE]principal [LEVEL]bac republuc tunisienne ministere education formation sections math sc.exp sc.tec examen bac blanc 2013 epreuve informatique lycee ghardimaou khabbouchi ibrahim 0,5 duree 1 h 30 partie 8 points exercice 1 4 points tableau pat donne nombre patients visités cabinet médical mois 292 300 231 182 169 143 151 128 156 169 192 251 janvier février mars avril mai juin juillet août septembre octobre novembre décembre questions 1 utilisant type scalaire énuméré déclarer pascal type mois contenant mois année 2 tab type tableau pat déclarer pascal type tab 3 compléter tableau ci-dessous mettant croix colonne valide colonne non valide instruction justifier réponse instructions non valides déclaration instruction valide non valide justification writeln pat mai string for janvier to décembre do pat 2 pat function max p tab mois m mois readln m exercice 2 4 points fonction test écrite pascal function test tableau n integer var integer begin 1 while n 1 and n div 2 do 1 test n div 2 end questions 1 déterminer type fonction justifier 2 valeur renvoyée fonction test n5 tableau t contient éléments t 10 5 0 6 10 3 rôle fonction partie ii 12 points propose écrire progra permettant remplir tableau t n entiers distincts 5 n 20 trier tableau t principe élément t déterminer nombre éléments inférieurs déduire position tableau résultat appelé r. afficher éléments strictement positifs ordre croissant exemple tableau t 10 éléments distincts t1 0 58 64 29 6 17 13 10 -12 43 1 2 3 4 5 6 7 8 9 10 t1 possède 5 éléments inférieurs placé position 6 tableau r r 0 1 2 3 4 5 6 7 8 9 10 t2 possède 1 élément inférieur placé position 2 tableau r r 58 0 1 2 3 4 5 6 7 8 9 10 r final 64 58 17 12 6 0 10 13 29 43 1 2 3 4 5 6 7 8 9 10 progra affichera 10 13 29 43 questions 1 analyser problème décomposant modules 2 analyser modules proposés 3 déduire algorithme progra principal modules envisagés",informatique,principal,bac,Devoir de Synthèse N°3 - Informatique - Bac Mathématiques (2012-2013) Mr Brahim.pdf,fr,74918553-adf6-460c-9447-ef8b88ecb1b7
50,"[SUBJECT]informatique [TYPE]principal [LEVEL]bac 4eme scientifiques epreuve informatique enseignant alouini.h 1 ministère education formation c.r kairouan lycee jeune fille synthese n 3 durée 1h:30 année nom prénom numéro sujet comporte 2 s numéroté 1 3 jusqu 3 3 feuille remise fin épreuve exercice n 1 5 pts partie 1(3.5 pts veut écrire module saisir entier n 10n30 propose modules ci-dessous mettre v répondent question f justification utilisant contre exemple procedure saisi n entier procedure saisi( n entier début début répéter répéter lire(n lire(n jusqu n 10 100 300 jusqu n 1 30 10n fin fin procedure saisi( n entier procedure saisi( n entier debut debut repeter repeter lire(n lire(n jusqu n30 ( 10n jusqu n 100 1000 2500 fin fin procedure saisi( n entier procedure saisi( n entier debut debut repeter repeter lire(n lire(n jusqu n30 10n jusqu n div 10 1,2 fin fin procedure saisi( n entier procedure saisi( n entier debut debut repeter repeter ecrire(n lire(n jusqu n 10 30 jusqu n mod 10 0 1 fin fin partie ii 1.5pt 1 4 suite s s1 3 5 7 9 -n question mettre v module correct calculer suite s f fonction so(n entier entier début s0 p1 1 n faire ss(2i-1)p p-p fin retourner s fin fonction so(n entier entier début s0 j1 1 n faire ssj(i mod 2 1)2 1 jj2 fin retourner s fin exercice n 2 5.75pts caractère représente espace fonction inconnue questions fonction so(n entier entier début s0 j1 1 n faire ssj((i mod 2)2 1 jj2 fin retourner s fin fonction inconnue(ch chaine début 0 long(ch)-1 faire chi et chi1 chefface(ch i1 fin fin retourner ch fin 1- type fonction inconnue 0.5pt justifier réponse 0.5pt 2- traduction python progra affiche erreur niveau instruction chi1 string index out of range a- origine erreur 0.75pt b- corriger 0.75pt 3 4 mieux vaut comprendre apprendre gustave bon 3-donner résultat obtenu fonction ci_dessus chaines 1pt ch résultat bacmath bacmath2022 3- déduire rôle fonction inconnue 0.5pt 4- chbacmath fonction retourne bacmath a- déterminer origine réponse incorrecte 0.75pt b- proposer modification corriger erreur remplacer structure itérative structure 1pt exercice n 3 9.25 ecrire progra modulaire saisir entier n n b b entiers aléatoires intervalle 3 34. remplir tableau t n phrases phrase chaîne contenant caractères alphanumérique espaces correcte aucun espace début fin espaces successives propose fonction générer saisir chaine respecte conditions remplissage t générer caractères non alphanumériques compte n.b candidat appeler développer fonction générer 3 4 mieux vaut comprendre apprendre gustave bon remplir tableau v partir t tailles mot ti remplaçant caractère espace symbole fin met symbole suivit so valeurs trouvés afficher so trouver vi caractère alphabétique majuscule correspondant 4 d 2 b so vi dépasse 26 affiche caractère z. exemple n5 t bac 2014 b c sciences math techniques bac pratique bac info obtient tableau v 3 47 1 1 13 8 4 1022 3 811 3 47 résultat progra affiche gcvmg 3 4 mieux vaut comprendre apprendre gustave bon",informatique,principal,bac,Devoir de Synthèse N°3 - Informatique - Bac Mathématiques (2021-2022) Mr ALOUINI.pdf,fr,7d9f34c9-226e-4f00-aa6f-27fab3605e16
